Author,Study_ID,Effectsize_ID,Case_ID,Year,Basin_ID,Basin,Region_ID,Region,Country_ID,Country,Site_ID,Site,Forest_type,Holdridge_ID,Holdridge_life_zone,Latitude,Longitude,Elevation_m,MAP_mm,MAT_C,MAT_MAP_x100,Rock_type_ID,Rock_type,RockP_ID,RockP_class,Par_Mat_ID,Par_Mat,Soil_ID,USDA_Soil_order,Hedley_totalsoilP_Bicarb_OH_Pt,Other_soil_P,Other_soil_P_Unit,Treatment_ID,Treatment,Fraction,Variable,Raw_Unit,Gale_wind_duration_minutes,Fujita_scale,StormFrequencyNorm,YearsSinceLastStorm,DisturbanceYear,DisturbanceName,DisturbanceClass,DisturbanceDate,Distance_to_Disturb_km,Disturb_Rainfall_mm,HURRECON_wind_ms,WMO_wind_ms,WMO_wind_kts,WMO_press_mb,TSD_months,Cat_TSD_months,Post_Mean,Post_SD,Pre_Mean,Pre_SD,S_size,PostMonth,Pre_Mean_MonthSpecific,Pre_SD_MonthSpecific
Ramirez,30,1111,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,35,Rec,2.33,0.85,3.03,2.14,120,March,1.63,0.74
Ramirez,30,1112,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,36,Rec,1.32,0.72,3.03,2.14,120,April,2.39,0.65
Ramirez,30,1113,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,37,Rec,1.71,0.45,3.03,2.14,120,May,3.69,1.89
Ramirez,30,1114,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,38,Rec,2.12,0.85,3.03,2.14,120,June,5.39,3.77
Ramirez,30,1115,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,39,Rec,3.07,1.86,3.03,2.14,120,July,3.82,1.2
Ramirez,30,1116,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,40,Rec,1.94,0.79,3.03,2.14,120,August,3.7,1.68
Ramirez,30,1117,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,41,Rec,4.74,0.68,3.03,2.14,120,September,4.89,0.67
Ramirez,30,1118,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,42,Rec,2.81,1.36,3.03,2.14,120,October,2.53,1
Ramirez,30,1119,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,43,Rec,3.8,1.32,3.03,2.14,120,November,2.19,0.97
Ramirez,30,1120,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,44,Rec,2.2,0.72,3.03,2.14,120,December,2.03,0.72
Ramirez,30,1121,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,45,Rec,1.86,0.55,3.03,2.14,120,January,1.56,0.4
Ramirez,30,1122,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,46,Rec,1.63,0.14,3.03,2.14,120,February,1.54,0.44
Ramirez,30,1123,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,47,Rec,1.25,0.69,3.03,2.14,120,March,1.63,0.74
Ramirez,30,1124,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,48,Rec,1.34,0.35,3.03,2.14,120,April,2.39,0.65
Ramirez,30,1125,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,49,Rec,1.68,0.48,3.03,2.14,120,May,3.69,1.89
Ramirez,30,1126,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,50,Rec,1.89,0.55,3.03,2.14,120,June,5.39,3.77
Ramirez,30,1127,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,51,Rec,2.39,0.27,3.03,2.14,120,July,3.82,1.2
Ramirez,30,1128,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,52,Rec,2.35,0.32,3.03,2.14,120,August,3.7,1.68
Ramirez,30,1129,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,53,Rec,3.87,0.89,3.03,2.14,120,September,4.89,0.67
Ramirez,30,1130,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,54,Rec,5.06,0.81,3.03,2.14,120,October,2.53,1
Ramirez,30,1131,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,55,Rec,3.32,1.1,3.03,2.14,120,November,2.19,0.97
Ramirez,30,1132,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,56,Rec,4.46,0.22,3.03,2.14,120,December,2.03,0.72
Ramirez,30,1133,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,57,Rec,2.8,0.66,3.03,2.14,120,January,1.56,0.4
Ramirez,30,1134,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,58,Rec,1.96,0.3,3.03,2.14,120,February,1.54,0.44
Ramirez,30,1135,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,59,Rec,1.69,0.63,3.03,2.14,120,March,1.63,0.74
Ramirez,30,1136,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Leaf fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,60,Rec,1.94,0.48,3.03,2.14,120,April,2.39,0.65
Ramirez,30,1137,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,1,Rec,0.11,0.03,0.27,0.58,120,May,0.27,0.17
Ramirez,30,1138,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,2,Rec,0.09,0.03,0.27,0.58,120,June,0.23,0.14
Ramirez,30,1139,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,3,Rec,0.09,0.09,0.27,0.58,120,July,0.25,0.09
Ramirez,30,1140,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,4,Rec,0.07,0.06,0.27,0.58,120,August,0.17,0.1
Ramirez,30,1141,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,5,Rec,0.06,0.03,0.27,0.58,120,September,0.52,0.13
Ramirez,30,1142,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,6,Rec,0.07,0.05,0.27,0.58,120,October,0.17,0.14
Ramirez,30,1143,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,7,Rec,0.12,0.1,0.27,0.58,120,November,0.17,0.11
Ramirez,30,1144,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,8,Rec,0.07,0.08,0.27,0.58,120,December,0.11,0.11
Ramirez,30,1145,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,9,Rec,0.08,0.09,0.27,0.58,120,January,0.19,0.15
Ramirez,30,1146,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,10,Rec,0.08,0.09,0.27,0.58,120,February,0.18,0.14
Ramirez,30,1147,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,11,Rec,0.09,0.07,0.27,0.58,120,March,0.16,0.09
Ramirez,30,1148,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,12,Rec,0.06,0.03,0.27,0.58,120,April,0.16,0.11
Ramirez,30,1149,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,13,Rec,0.07,0.03,0.27,0.58,120,May,0.27,0.17
Ramirez,30,1150,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,14,Rec,0.08,0.04,0.27,0.58,120,June,0.23,0.14
Ramirez,30,1151,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,15,Rec,0.08,0.05,0.27,0.58,120,July,0.25,0.09
Ramirez,30,1152,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,16,Rec,0.1,0.06,0.27,0.58,120,August,0.17,0.1
Ramirez,30,1153,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,17,Rec,0.12,0.06,0.27,0.58,120,September,0.52,0.13
Ramirez,30,1154,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,18,Rec,0.13,0.08,0.27,0.58,120,October,0.17,0.14
Ramirez,30,1155,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,19,Rec,0.11,0.1,0.27,0.58,120,November,0.17,0.11
Ramirez,30,1156,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,20,Rec,0.1,0.1,0.27,0.58,120,December,0.11,0.11
Ramirez,30,1157,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,21,Rec,0.08,0.02,0.27,0.58,120,January,0.19,0.15
Ramirez,30,1158,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,22,Rec,0.1,0.06,0.27,0.58,120,February,0.18,0.14
Ramirez,30,1159,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,23,Rec,0.08,0.04,0.27,0.58,120,March,0.16,0.09
Ramirez,30,1160,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,24,Rec,0.09,0.06,0.27,0.58,120,April,0.16,0.11
Ramirez,30,1161,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,25,Rec,0.06,0.04,0.27,0.58,120,May,0.27,0.17
Ramirez,30,1162,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,26,Rec,0.08,0.02,0.27,0.58,120,June,0.23,0.14
Ramirez,30,1163,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,27,Rec,0.08,0.03,0.27,0.58,120,July,0.25,0.09
Ramirez,30,1164,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,28,Rec,0.1,0.04,0.27,0.58,120,August,0.17,0.1
Ramirez,30,1165,30.1,2017,1,North Atlantic,1,Caribbean,1,Puerto Rico,8,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,350,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,7,Oxisol,84.6,340,mg/kg,8,TrimDeb,Misc fall,Mass,g/m2/day,3810,5,0.32,3.4,2005,CTE,Simulated,Jan-Apr-05,15,175,45,56.6,110,946,29,Rec,0.08,0.02,0.27,0.58,120,September,0.52,0.13
